originalNameUsageID,genus,taxonID,parentNameUsageID,acceptedNameUsageID,datasetID,taxonomicStatus,taxonRank,scientificName,specificEpithet,infraspecificEpithet,nameAccordingTo,namePublishedIn,nomenclaturalCode,nomenclaturalStatus,taxonRemarks,dcterms:references
,Hectopsylla,103460,xA2,,,ACCEPTED,SPECIES,"Hectopsylla broscus Jordan & Rothschild, 1906",broscus,,,,ICZN,,,
,Hectoropsylla,103470,,103460,,SYNONYM,SPECIES,"Hectoropsylla mazzai Da Costa Lima, 1935",mazzai,,,,ICZN,,,
,Hectopsylla,103480,xA2,,,ACCEPTED,SPECIES,"Hectopsylla coniger Jordan & Rothschild, 1906",coniger,,,,ICZN,,,
,Hectopsylla,103500,xA2,,,ACCEPTED,SPECIES,"Hectopsylla eskeyi Jordan, 1933",eskeyi,,,,ICZN,,,
,Hectopsylla,103490,xA2,,,ACCEPTED,SPECIES,"Hectopsylla cypha Jordan, 1942",cypha,,,,ICZN,,,
,Hectopsylla,103580,xA2,,,ACCEPTED,SPECIES,"Hectopsylla suarezi C.Fox, 1929",suarezi,,,,ICZN,,,
,Hectopsylla,103570,xA2,,,ACCEPTED,SPECIES,"Hectopsylla stomis Jordan, 1925",stomis,,,,ICZN,,,
,Hectopsylla,103550,xA2,,,ACCEPTED,SPECIES,"Hectopsylla psittaci Von Frauenfeld, 1860",psittaci,,,,ICZN,,,
,Hectoropsylla,103560,,103550,,SYNONYM,SPECIES,"Hectoropsylla testudo (Weyenbergh, 1881)",testudo,,,,ICZN,,,
,Hectopsylla,103540,xA2,,,ACCEPTED,SPECIES,"Hectopsylla pascuali Beaucournu & Alcover, 1990",pascuali,,,,ICZN,,,
,Hectopsylla,103530,xA2,,,ACCEPTED,SPECIES,"Hectopsylla knighti Traub & Gammons, 1950",knighti,,,,ICZN,,,
,Hectopsylla,103520,xA2,,,ACCEPTED,SPECIES,"Hectopsylla gracilis Mahnert, 1982",gracilis,,,,ICZN,,,
,Hectopsylla,103510,xA2,,,ACCEPTED,SPECIES,"Hectopsylla gemina Jordan, 1939",gemina,,,,ICZN,,,
,,x9Y,x9U,,,ACCEPTED,GENUS,Neotunga,,,,,,,,
,Neotunga,103410,x9Y,,,ACCEPTED,SPECIES,"Neotunga euloidea Smit, 1962",euloidea,,,,ICZN,,,
,Neotunga,103420,x9Y,,,ACCEPTED,SPECIES,"Neotunga inexpectata (Smit, 1950)",inexpectata,,,,ICZN,,,
,,xA4,x9U,,,ACCEPTED,GENUS,Rhynchopsyllus,,,,,,,,
,Rhynchopsyllus,103610,xA4,,,ACCEPTED,SPECIES,"Rhynchopsyllus pulex Haller, 1880",pulex,,,,ICZN,,,
,Maxilliopsylla,103630,,103610,,SYNONYM,SPECIES,"Maxilliopsylla megastigmata Traub & Gammons, 1950",megastigmata,,,,ICZN,,,
,Maxilliopsylla,103620,,103610,,SYNONYM,SPECIES,"Maxilliopsylla lilloi (Schreiter & Shannon, 1927)",lilloi,,,,ICZN,,,
,,xE,xC,,,ACCEPTED,FAMILY,Pulicidae,,,,,,,,
,,x8W,xE,,,ACCEPTED,GENUS,Moeopsylla,,,,,,,,
,Moeopsylla,100780,x8W,,,ACCEPTED,SPECIES,"Moeopsylla sjoestedti Rothschild, 1908",sjoestedti,,,,ICZN,,,
,Nesolagobius,100750,x8U,,,ACCEPTED,SPECIES,"Nesolagobius callosus Jordan & Rothschild, 1922",callosus,,,,ICZN,,,
,,x8Q,xE,,,ACCEPTED,GENUS,Centetipsylla,,,,,,,,
,Centetipsylla,100420,x8Q,,,ACCEPTED,SPECIES,"Centetipsylla madagascariensis (Rothschild, 1900)",madagascariensis,,,,ICZN,,,
,,x8S,xE,,,ACCEPTED,GENUS,Ctenocephalides,,,,,,,,
,Ctenocephalides,100730,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides rosmarus (Rothschild, 1907)",rosmarus,,,,ICZN,,,
,Ctenocephalides,100700,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides orientis (Jordan, 1925)",orientis,,,,ICZN,,,
,Ctenocephalus,100710,,100700,,SYNONYM,SPECIES,"Ctenocephalus caprae (Ioff, 1953)",caprae,,,,ICZN,,,
,Ctenocephalides,100720,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides paradoxuri Wagner, 1936",paradoxuri,,,,ICZN,,,
,Ctenocephalides,100520,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides chabaudi Beaucournu & Bain, 1982",chabaudi,,,,ICZN,,,
,Ctenocephalides,100530,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides connatus (Jordan, 1925)",connatus,,,,ICZN,,,
,Ctenocephalides,100470,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides brygooi Beaucournu, 1975",brygooi,,,,ICZN,,,
,Ctenocephalides,100480,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides canis (Curtis, 1826)",canis,,,,ICZN,,,
,Ctenocephalus,100500,,100480,,SYNONYM,SPECIES,"Ctenocephalus canis (Bouche, 1835)",canis,,,,ICZN,,,
,Ctenocephalus,100510,,100480,,SYNONYM,SPECIES,"Ctenocephalus novemdentatus (Kolenati, 1859)",novemdentatus,,,,ICZN,,,
,Ctenocephalus,100490,,100480,,SYNONYM,SPECIES,"Ctenocephalus canis (Duges, 1832)",canis,,,,ICZN,,,
,Ctenocephalides,100550,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides craterus (Jordan & Rothschild, 1913)",craterus,,,,ICZN,,,
,Ctenocephalides,100680,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides grenieri Beaucournu & Rodhain, 1995",grenieri,,,,ICZN,,,
,Ctenocephalides,100540,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides crataepus (Jordan, 1925)",crataepus,,,,ICZN,,,
,Ctenocephalides,100560,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides felis (Bouche, 1835)",felis,,,,ICZN,,,
,Ctenocephalides,100690,100560,,,ACCEPTED,INFRASPECIFIC_NAME,"Ctenocephalides felis strongylus (Jordan, 1925)",felis,strongylus,,,ICZN,,,
,Ctenocephalides,100570,100560,,,ACCEPTED,INFRASPECIFIC_NAME,"Ctenocephalides felis felis (Bouche, 1835)",felis,felis,,,ICZN,,,
,Ctenocephalides,100670,100560,,,ACCEPTED,INFRASPECIFIC_NAME,"Ctenocephalides felis damarensis Jordan, 1936",felis,damarensis,,,ICZN,,,
,Ctenocephalus,100630,,100560,,SYNONYM,SPECIES,"Ctenocephalus nasuae (Weyenbergh, 1881)",nasuae,,,,ICZN,,,
,Ctenocephalus,100620,,100560,,SYNONYM,SPECIES,"Ctenocephalus musculi (Sugimoto, 1933)",musculi,,,,ICZN,,,
,Ctenocephalus,100610,,100560,,SYNONYM,SPECIES,"Ctenocephalus murina (Tiraboschi, 1904)",murina,,,,ICZN,,,
,Ctenocephalus,100600,,100560,,SYNONYM,SPECIES,"Ctenocephalus enneodus (Kolenati, 1859)",enneodus,,,,ICZN,,,
,Ctenocephalus,100660,,100560,,SYNONYM,SPECIES,"Ctenocephalus serraticeps (Gervais, 1844)",serraticeps,,,,ICZN,,,
,Ctenocephalus,100650,,100560,,SYNONYM,SPECIES,"Ctenocephalus rufulus (Weyenbergh, 1881)",rufulus,,,,ICZN,,,
,Ctenocephalus,100640,,100560,,SYNONYM,SPECIES,"Ctenocephalus obscurus (Weyenbergh, 1881)",obscurus,,,,ICZN,,,
,Ctenocephalus,100580,,100560,,SYNONYM,SPECIES,"Ctenocephalus cati (Megnin, 1880)",cati,,,,ICZN,,,
,Ctenocephalus,100590,,100560,,SYNONYM,SPECIES,"Ctenocephalus concoloris (Weyenbergh, 1881)",concoloris,,,,ICZN,,,
,Ctenocephalides,100450,x8S,,,ACCEPTED,SPECIES,"Ctenocephalides arabicus (Jordan, 1925)",arabicus,,,,ICZN,,,
,Ctenocephalides,100460,,100450,,SYNONYM,SUBSPECIES,"Ctenocephalides arabicus multispinosus (Smit, 1960)",arabicus,multispinosus,,,ICZN,,,
,,x8L,xE,,,ACCEPTED,GENUS,Aphropsylla,,,,,,,,
,Aphropsylla,100300,x8L,,,ACCEPTED,SPECIES,"Aphropsylla wollastoni (Rothschild, 1908)",wollastoni,,,,ICZN,,,
,Aphropsylla,100290,x8L,,,ACCEPTED,SPECIES,"Aphropsylla conversa Jordan & Rothschild, 1913",conversa,,,,ICZN,,,
,,x8N,xE,,,ACCEPTED,GENUS,Archaeopsylla,,,,,,,,
,Archaeopsylla,100400,x8N,,,ACCEPTED,SPECIES,"Archaeopsylla sinensis Jordan & Rothschild, 1911",sinensis,,,,ICZN,,,
,Archaeopsylla,100330,x8N,,,ACCEPTED,SPECIES,"Archaeopsylla erinacei (Bouche, 1835)",erinacei,,,,ICZN,,,
,Archaeopsylla,100340,100330,,,ACCEPTED,INFRASPECIFIC_NAME,"Archaeopsylla erinacei erinacei Bouche, 1835",erinacei,erinacei,,,ICZN,,,
,Archaeopsylla,100380,100330,,,ACCEPTED,INFRASPECIFIC_NAME,"Archaeopsylla erinacei maura Jordan & Rothschild, 1912",erinacei,maura,,,ICZN,,,
,Metapsylla,100360,,100330,,SYNONYM,SPECIES,"Metapsylla gliris (Dale, 1878)",gliris,,,,ICZN,,,
,Metapsylla,100350,,100330,,SYNONYM,SPECIES,"Metapsylla cuspidata (Kolenati, 1863)",cuspidata,,,,ICZN,,,
,Metapsylla,100370,,100330,,SYNONYM,SPECIES,"Metapsylla metallescens (Kolenati, 1856)",metallescens,,,,ICZN,,,
,Metapsylla,100390,,100330,,SYNONYM,SPECIES,"Metapsylla polymorphus (Weiss, 1920)",polymorphus,,,,ICZN,,,
,,x92,xE,,,ACCEPTED,GENUS,Pulex,,,,,,,,
,Pulex,101150,x92,,,ACCEPTED,SPECIES,"Pulex irritans Linnaeus, 1758",irritans,,,,ICZN,,,
,Pulex,101200,,101150,,SYNONYM,SUBSPECIES,"Pulex irritans fulvus Ioff, 1929",irritans,fulvus,,,ICZN,,,
,Pulex,101160,,101150,,SYNONYM,SPECIES,"Pulex conepati Cunha, 1914",conepati,,,,ICZN,,,
,Pulex,101170,,101150,,SYNONYM,SPECIES,"Pulex orientalis Kishida, 1939",orientalis,,,,ICZN,,,
,Pulex,101180,,101150,,SYNONYM,SPECIES,"Pulex vulgaris De Geer, 1778",vulgaris,,,,ICZN,,,
,Pulex,101190,,101150,,SYNONYM,SUBSPECIES,"Pulex irritans bahiensis Cunha, 1914",irritans,bahiensis,,,ICZN,,,
,Pulex,101210,x92,,,ACCEPTED,SPECIES,"Pulex larimerius Lewis & Grimaldi, 1997",larimerius,,,,ICZN,,,
,Pulex,101220,x92,,,ACCEPTED,SPECIES,"Pulex simulans Baker, 1895",simulans,,,,ICZN,,,
,Pulex,101230,,101220,,SYNONYM,SPECIES,"Pulex dugesii (Baker, 1899)",dugesii,,,,ICZN,,,
,Pulex,101240,x92,,,ACCEPTED,SPECIES,"Pulex sinoculus Traub, 1950",sinoculus,,,,ICZN,,,
,Pulex,101270,x92,,,ACCEPTED,SPECIES,"Pulex echidnophagoides (Wagner, 1933)",echidnophagoides,,,,ICZN,,,
,Pulex,101260,x92,,,ACCEPTED,SPECIES,"Pulex alvarezi Barrera, 1955",alvarezi,,,,ICZN,,,
,Pulex,101280,x92,,,ACCEPTED,SPECIES,"Pulex porcinus Jordan & Rothschild, 1923",porcinus,,,,ICZN,,,
,,x8Y,xE,,,ACCEPTED,GENUS,Delopsylla,,,,,,,,
,Delopsylla,100810,x8Y,,,ACCEPTED,SPECIES,"Delopsylla crassipes Jordan, 1926",crassipes,,,,ICZN,,,
,,x94,xE,,,ACCEPTED,GENUS,Actenopsylla,,,,,,,,
,Actenopsylla,101310,x94,,,ACCEPTED,SPECIES,"Actenopsylla suavis Jordan & Rothschild, 1923",suavis,,,,ICZN,,,
,,x96,xE,,,ACCEPTED,GENUS,Cediopsylla,,,,,,,,
,Cediopsylla,101340,x96,,,ACCEPTED,SPECIES,"Cediopsylla inaequalis (Baker, 1895)",inaequalis,,,,ICZN,,,
,Cediopsylla,101350,101340,,,ACCEPTED,INFRASPECIFIC_NAME,"Cediopsylla inaequalis inaequalis (Baker, 1895)",inaequalis,inaequalis,,,ICZN,,,
,Cediopsylla,101360,101340,,,ACCEPTED,INFRASPECIFIC_NAME,"Cediopsylla inaequalis interrupta Jordan, 1925",inaequalis,interrupta,,,ICZN,,,
,Cediopsylla,101370,x96,,,ACCEPTED,SPECIES,"Cediopsylla simplex (Baker, 1895)",simplex,,,,ICZN,,,
,Cediopsylla,101380,x96,,,ACCEPTED,SPECIES,"Cediopsylla spillmanni Jordan, 1930",spillmanni,,,,ICZN,,,
,Cediopsylla,101390,x96,,,ACCEPTED,SPECIES,"Cediopsylla tepolita Barrera, 1967",tepolita,,,,ICZN,,,
,,x98,xE,,,ACCEPTED,GENUS,Euchoplopsyllus,,,,,,,,
,Euchoplopsyllus,101410,x98,,,ACCEPTED,SPECIES,"Euchoplopsyllus andensis (Jordan, 1933)",andensis,,,,ICZN,,,
,Euchoplopsyllus,101420,x98,,,ACCEPTED,SPECIES,"Euchoplopsyllus glacialis (Taschenberg, 1880)",glacialis,,,,ICZN,,,
,Euchoplopsyllus,101510,101420,,,ACCEPTED,INFRASPECIFIC_NAME,"Euchoplopsyllus glacialis profugus (Jordan, 1925)",glacialis,profugus,,,ICZN,,,
,Euchoplopsyllus,101450,101420,,,ACCEPTED,INFRASPECIFIC_NAME,"Euchoplopsyllus glacialis exoticus (Jordan & Rothschild, 1923)",glacialis,exoticus,,,ICZN,,,
,Euchoplopsyllus,101460,101420,,,ACCEPTED,INFRASPECIFIC_NAME,"Euchoplopsyllus glacialis foxi (Ewing, 1924)",glacialis,foxi,,,ICZN,,,
,Euchoplopsyllus,101430,101420,,,ACCEPTED,INFRASPECIFIC_NAME,"Euchoplopsyllus glacialis glacialis (Taschenberg, 1880)",glacialis,glacialis,,,ICZN,,,
,Euchoplopsyllus,101500,101420,,,ACCEPTED,INFRASPECIFIC_NAME,"Euchoplopsyllus glacialis lynx (Baker, 1904)",glacialis,lynx,,,ICZN,,,
,Euchoplopsyllus,101440,101420,,,ACCEPTED,INFRASPECIFIC_NAME,"Euchoplopsyllus glacialis affinis (Baker, 1904)",glacialis,affinis,,,ICZN,,,
,Euchoplopsyllus,101520,,101420,,SYNONYM,SPECIES,"Euchoplopsyllus asiaticus (Wang & Liao, 1961)",asiaticus,,,,ICZN,,,
,Euchoplopsyllus,101480,,101420,,SYNONYM,SPECIES,"Euchoplopsyllus powersi (Fox, 1926)",powersi,,,,ICZN,,,
,Euchoplopsyllus,101490,,101420,,SYNONYM,SPECIES,"Euchoplopsyllus tenuidigitus (Stewart, 1940)",tenuidigitus,,,,ICZN,,,
,Euchoplopsyllus,101470,,101420,,SYNONYM,SPECIES,"Euchoplopsyllus minutus (Fox, 1926)",minutus,,,,ICZN,,,
,Euchoplopsyllus,101530,x98,,,ACCEPTED,SPECIES,"Euchoplopsyllus manconis (Jordan, 1950)",manconis,,,,ICZN,,,
,,x9C,xE,,,ACCEPTED,GENUS,Ornithopsylla,,,,,,,,
,Ornithopsylla,101580,x9C,,,ACCEPTED,SPECIES,"Ornithopsylla laetitiae Rothschild, 1908",laetitiae,,,,ICZN,,,
,,x9A,xE,,,ACCEPTED,GENUS,Hoplopsyllus,,,,,,,,
,Hoplopsyllus,101560,x9A,,,ACCEPTED,SPECIES,"Hoplopsyllus pectinatus Barrera, 1967",pectinatus,,,,ICZN,,,
,Hoplopsyllus,101550,x9A,,,ACCEPTED,SPECIES,"Hoplopsyllus anomalus (Baker, 1904)",anomalus,,,,ICZN,,,
,,x9G,xE,,,ACCEPTED,GENUS,Parapulex,,,,,,,,
,Parapulex,101640,x9G,,,ACCEPTED,SPECIES,"Parapulex chephrenis (Rothschild, 1903)",chephrenis,,,,ICZN,,,
,Parapulex,101650,,101640,,SYNONYM,SPECIES,"Parapulex alternans (Wahlgren, 1904)",alternans,,,,ICZN,,,
,Parapulex,101660,x9G,,,ACCEPTED,SPECIES,"Parapulex echinatus Smit, 1956",echinatus,,,,ICZN,,,
,,x9E,xE,,,ACCEPTED,GENUS,Spilopsyllus,,,,,,,,
,Spilopsyllus,101600,x9E,,,ACCEPTED,SPECIES,"Spilopsyllus cuniculi (Dale, 1878)",cuniculi,,,,ICZN,,,
,Spilopsyllus,101610,,101600,,SYNONYM,SPECIES,"Spilopsyllus goniocephalus (Taschenberg, 1880)",goniocephalus,,,,ICZN,,,
,,x9L,xE,,,ACCEPTED,GENUS,Procaviopsylla,,,,,,,,
,Procaviopsylla,101770,x9L,,,ACCEPTED,SPECIES,"Procaviopsylla creusae (Rothschild, 1904)",creusae,,,,ICZN,,,
,Procaviopsylla,101780,x9L,,,ACCEPTED,SPECIES,"Procaviopsylla divergens (Jordan & Rothschild, 1908)",divergens,,,,ICZN,,,
,Procaviopsylla,101760,x9L,,,ACCEPTED,SPECIES,"Procaviopsylla angolensis Jordan, 1925",angolensis,,,,ICZN,,,
,Procaviopsylla,101810,x9L,,,ACCEPTED,SPECIES,"Procaviopsylla spinifex Jordan, 1936",spinifex,,,,ICZN,,,
,Procaviopsylla,101820,101810,,,ACCEPTED,INFRASPECIFIC_NAME,"Procaviopsylla spinifex spinifex Jordan, 1936",spinifex,spinifex,,,ICZN,,,
,Procaviopsylla,101830,101810,,,ACCEPTED,INFRASPECIFIC_NAME,"Procaviopsylla spinifex cabrali Ribeiro, 1975",spinifex,cabrali,,,ICZN,,,
,Procaviopsylla,101790,x9L,,,ACCEPTED,SPECIES,"Procaviopsylla isidis (Rothschild, 1903)",isidis,,,,ICZN,,,
,Procaviopsylla,101800,x9L,,,ACCEPTED,SPECIES,"Procaviopsylla procaviae (C.Fox, 1914)",procaviae,,,,ICZN,,,
,,x9J,xE,,,ACCEPTED,GENUS,Pariodontis,,,,,,,,
,Pariodontis,101740,x9J,,,ACCEPTED,SPECIES,"Pariodontis subjugis Jordan, 1925",subjugis,,,,ICZN,,,
,Pariodontis,101680,x9J,,,ACCEPTED,SPECIES,"Pariodontis riggenbachi (Rothschild, 1904)",riggenbachi,,,,ICZN,,,
,Pariodontis,101700,101680,,,ACCEPTED,INFRASPECIFIC_NAME,"Pariodontis riggenbachi riggenbachi (Rothschild, 1904)",riggenbachi,riggenbachi,,,ICZN,,,
,Pariodontis,101710,101680,,,ACCEPTED,INFRASPECIFIC_NAME,"Pariodontis riggenbachi turkestanica Dubinin, 1947",riggenbachi,turkestanica,,,ICZN,,,
,Pariodontis,101730,101680,,,ACCEPTED,INFRASPECIFIC_NAME,"Pariodontis riggenbachi yunnanensis Li Kueicen & Yan Xychuan, 1986",riggenbachi,yunnanensis,,,ICZN,,,
,Pariodontis,101720,101680,,,ACCEPTED,INFRASPECIFIC_NAME,"Pariodontis riggenbachi wernecki Costa Lima, 1940",riggenbachi,wernecki,,,ICZN,,,
,Pariodontis,101690,,101680,,SYNONYM,SPECIES,"Pariodontis ruptoris (Weiss, 1917)",ruptoris,,,,ICZN,,,
,,x9Q,xE,,,ACCEPTED,GENUS,Synopsyllus,,,,,,,,
,Synopsyllus,101920,x9Q,,,ACCEPTED,SPECIES,"Synopsyllus smiti Lumaret, 1962",smiti,,,,ICZN,,,
,Synopsyllus,101910,x9Q,,,ACCEPTED,SPECIES,"Synopsyllus robici Klein, 1966",robici,,,,ICZN,,,
,Synopsyllus,101900,x9Q,,,ACCEPTED,SPECIES,"Synopsyllus girardi Klein, 1966",girardi,,,,ICZN,,,
,Synopsyllus,101890,x9Q,,,ACCEPTED,SPECIES,"Synopsyllus fonquernii Wagner & Roubaud, 1932",fonquernii,,,,ICZN,,,
,Synopsyllus,101880,x9Q,,,ACCEPTED,SPECIES,"Synopsyllus estradei Klein, 1964",estradei,,,,ICZN,,,
,,x9N,xE,,,ACCEPTED,GENUS,Pulicella,,,,,,,,
,Pulicella,101850,x9N,,,ACCEPTED,SPECIES,"Pulicella aenigma Lewis & Cheetham, 1988",aenigma,,,,ICZN,,,
,Pulicella,101860,x9N,,,ACCEPTED,SPECIES,"Pulicella macrotheca Smit, 1964",macrotheca,,,,ICZN,,,
,,x9S,xE,,,ACCEPTED,GENUS,Synosternus,,,,,,,,
,Synosternus,102040,x9S,,,ACCEPTED,SPECIES,"Synosternus somolicus (Jordan & Rothschild, 1908)",somolicus,,,,ICZN,,,
,Synosternus,102030,x9S,,,ACCEPTED,SPECIES,"Synosternus robustus Murzakhmetova, 1969",robustus,,,,ICZN,,,
,Synosternus,102000,x9S,,,ACCEPTED,SPECIES,"Synosternus pallidus (Taschenberg, 1880)",pallidus,,,,ICZN,,,
,Synosternus,102010,,102000,,SYNONYM,SPECIES,"Synosternus infestus (Wagner, 1933)",infestus,,,,ICZN,,,
,Synosternus,102020,,102000,,SYNONYM,SPECIES,"Synosternus witherbyi (Rothschild, 1903)",witherbyi,,,,ICZN,,,
,Synosternus,101990,x9S,,,ACCEPTED,SPECIES,"Synosternus longispinus (Wagner, 1893)",longispinus,,,,ICZN,,,
,Synosternus,101960,x9S,,,ACCEPTED,SPECIES,"Synosternus cleopatrae (Rothschild, 1903)",cleopatrae,,,,ICZN,,,
,Synosternus,101980,101960,,,ACCEPTED,INFRASPECIFIC_NAME,"Synosternus cleopatrae pyramidis (Rothschild, 1904)",cleopatrae,pyramidis,,,ICZN,,,
,Synosternus,101970,101960,,,ACCEPTED,INFRASPECIFIC_NAME,"Synosternus cleopatrae cleopatrae (Rothschild, 1903)",cleopatrae,cleopatrae,,,ICZN,,,
,Synosternus,101950,x9S,,,ACCEPTED,SPECIES,"Synosternus caffer (Jordan & Rothschild, 1923)",caffer,,,,ICZN,,,
,Synosternus,101940,x9S,,,ACCEPTED,SPECIES,"Synosternus burtoni Marcus & De Meillon, 1960",burtoni,,,,ICZN,,,
,,xG,xE,,,ACCEPTED,GENUS,Xenopsylla,,,,,,,,
,Xenopsylla,138510,xG,,,ACCEPTED,SPECIES,"Xenopsylla acomydis Peus, 1977",acomydis,,,,ICZN,,,
,Xenopsylla,103130,xG,,,ACCEPTED,SPECIES,"Xenopsylla zumpti Haeselbarth, 1963",zumpti,,,,ICZN,,,
,Xenopsylla,103090,xG,,,ACCEPTED,SPECIES,"Xenopsylla versuta Jordan, 1925",versuta,,,,ICZN,,,
,Xenopsylla,103040,xG,,,ACCEPTED,SPECIES,"Xenopsylla trifaria De Meillon, 1930",trifaria,,,,ICZN,,,
,Xenopsylla,103100,xG,,,ACCEPTED,SPECIES,"Xenopsylla vexabilis Jordan, 1925",vexabilis,,,,ICZN,,,
,Alaopsylla,103120,,103100,,SYNONYM,SPECIES,"Alaopsylla meseris (Jordan, 1936)",meseris,,,,ICZN,,,
,Alaopsylla,103110,,103100,,SYNONYM,SPECIES,"Alaopsylla hawaiiensis Jordan, 1932",hawaiiensis,,,,ICZN,,,
,Xenopsylla,103060,xG,,,ACCEPTED,SPECIES,"Xenopsylla trispinis Waterston, 1911",trispinis,,,,ICZN,,,
,Xenopsylla,103080,103060,,,ACCEPTED,INFRASPECIFIC_NAME,"Xenopsylla trispinis tenuis Beaucournu & Kock, 1990",trispinis,tenuis,,,ICZN,,,
,Xenopsylla,103070,103060,,,ACCEPTED,INFRASPECIFIC_NAME,"Xenopsylla trispinis trispinis Waterston, 1911",trispinis,trispinis,,,ICZN,,,
,Xenopsylla,102990,xG,,,ACCEPTED,SPECIES,"Xenopsylla taractes Jordan & Rothschild, 1913",taractes,,,,ICZN,,,
,Alaopsylla,103000,,102990,,SYNONYM,SPECIES,"Alaopsylla lybica Wagner, 1933",lybica,,,,ICZN,,,
,Xenopsylla,102980,xG,,,ACCEPTED,SPECIES,"Xenopsylla tanganyikensis Marcus, De Meillon & Davis, 1960",tanganyikensis,,,,ICZN,,,
,Xenopsylla,103020,xG,,,ACCEPTED,SPECIES,"Xenopsylla torta (Jordan & Rothschild, 1908)",torta,,,,ICZN,,,
,Alaopsylla,103030,,103020,,SYNONYM,SPECIES,"Alaopsylla achilla De Meillon, 1947",achilla,,,,ICZN,,,
,Xenopsylla,103010,xG,,,ACCEPTED,SPECIES,"Xenopsylla tarimensis Yu Xin & Wang Dwenching, 1979",tarimensis,,,,ICZN,,,
,Xenopsylla,102100,xG,,,ACCEPTED,SPECIES,"Xenopsylla aequisetosa (Enderlein, 1901)",aequisetosa,,,,ICZN,,,
,Xenopsylla,102110,xG,,,ACCEPTED,SPECIES,"Xenopsylla angolensis Ribeiro, 1975",angolensis,,,,ICZN,,,
,Xenopsylla,102120,xG,,,ACCEPTED,SPECIES,"Xenopsylla astia Rothschild, 1911",astia,,,,ICZN,,,
,Xenopsylla,102130,xG,,,ACCEPTED,SPECIES,"Xenopsylla australiaca Mardon & Dunnet, 1971",australiaca,,,,ICZN,,,
,Xenopsylla,102140,xG,,,ACCEPTED,SPECIES,"Xenopsylla bechuanae De Meillon, 1947",bechuanae,,,,ICZN,,,
,Xenopsylla,102150,xG,,,ACCEPTED,SPECIES,"Xenopsylla blanci Smit, 1957",blanci,,,,ICZN,,,
,Xenopsylla,102160,xG,,,ACCEPTED,SPECIES,"Xenopsylla brasiliensis (Baker, 1904)",brasiliensis,,,,ICZN,,,
,Alaopsylla,102170,,102160,,SYNONYM,SPECIES,"Alaopsylla vigetus (Rothschild, 1909)",vigetus,,,,ICZN,,,
,Xenopsylla,102180,xG,,,ACCEPTED,SPECIES,"Xenopsylla buxtoni Jordan, 1949",buxtoni,,,,ICZN,,,
,Xenopsylla,102190,xG,,,ACCEPTED,SPECIES,"Xenopsylla cheopis (Rothschild, 1903)",cheopis,,,,ICZN,,,
,Alaopsylla,102210,,102190,,SYNONYM,SPECIES,"Alaopsylla pachyuromyidis Glinkiewicz, 1907",pachyuromyidis,,,,ICZN,,,
,Alaopsylla,102230,,102190,,SYNONYM,SPECIES,"Alaopsylla tripolitanus (Fulmek, 1909)",tripolitanus,,,,ICZN,,,
,Alaopsylla,102200,,102190,,SYNONYM,SPECIES,"Alaopsylla murinus (Tiraboschi, 1904)",murinus,,,,ICZN,,,
,Alaopsylla,102220,,102190,,SYNONYM,SPECIES,"Alaopsylla philippinensis (Herzog, 1904)",philippinensis,,,,ICZN,,,
,Xenopsylla,102240,,102190,,SYNONYM,SUBSPECIES,"Xenopsylla cheopis cheopis (Rothschild, 1903)",cheopis,cheopis,,,ICZN,,,
,Xenopsylla,102250,xG,,,ACCEPTED,SPECIES,"Xenopsylla bantorum Jordan, 1938",bantorum,,,,ICZN,,,
,Xenopsylla,102260,,102250,,SYNONYM,SUBSPECIES,"Xenopsylla cheopis bantorum Jordan, 1938",cheopis,bantorum,,,ICZN,,,
,Achaetopsylla,105950,,105930,,SYNONYM,SPECIES,"Achaetopsylla ursi (Rothschild, 1902)",ursi,,,,ICZN,,,
,Xenopsylla,102270,xG,,,ACCEPTED,SPECIES,"Xenopsylla conformis (Wagner, 1903)",conformis,,,,ICZN,,,
,Xenopsylla,102300,102270,,,ACCEPTED,INFRASPECIFIC_NAME,"Xenopsylla conformis mycerini (Rothschild, 1904)",conformis,mycerini,,,ICZN,,,
,Xenopsylla,102290,102270,,,ACCEPTED,INFRASPECIFIC_NAME,"Xenopsylla conformis dipodis Ioff, 1953",conformis,dipodis,,,ICZN,,,
,Xenopsylla,102280,102270,,,ACCEPTED,INFRASPECIFIC_NAME,"Xenopsylla conformis conformis (Wagner, 1903)",conformis,conformis,,,ICZN,,,
,Xenopsylla,102320,xG,,,ACCEPTED,SPECIES,"Xenopsylla cornigera Smit, 1956",cornigera,,,,ICZN,,,
,Xenopsylla,102330,xG,,,ACCEPTED,SPECIES,"Xenopsylla crinita Jordan & Rothschild, 1922",crinita,,,,ICZN,,,
